season,team_id,opp_id,team_seed,opp_seed,team_points,opp_points,win,location,game_type
2025,1374,1364,12,15,84,78,1,H,regular
2012,1375,1303,9,6,80,93,0,H,regular
2011,1099,1255,4,13,81,56,1,N,regular
2011,1461,1213,9,5,70,80,0,A,regular
2017,1241,1249,7,5,47,52,0,H,regular
2018,1020,1405,5,12,88,73,1,N,regular
2013,1057,1091,11,15,59,57,1,A,regular
2004,1348,1239,13,10,77,81,0,H,regular
2025,1205,1116,2,16,82,61,1,H,regular
2008,1052,1051,1,16,76,52,1,A,tourney
2005,1249,1332,15,1,44,64,0,A,regular
2016,1287,1337,4,7,72,59,1,N,tourney
2012,1039,1408,2,8,69,57,1,A,tourney
2017,1168,1011,10,3,70,68,1,A,regular
2023,1222,1085,6,4,70,85,0,A,regular
2005,1373,1275,15,16,65,57,1,H,regular
2009,1312,1389,16,3,53,63,0,N,regular
2014,1042,1450,1,8,84,72,1,A,regular
2021,1294,1377,4,8,70,69,1,H,regular
2016,1432,1433,10,11,86,84,1,A,regular
2011,1026,1390,6,9,82,66,1,H,regular
2017,1472,1151,1,1,40,52,0,N,regular
2025,1046,1279,8,8,66,75,0,A,regular
2014,1298,1304,10,6,74,81,0,H,regular
2023,1168,1169,16,3,95,96,0,A,tourney
2020,1350,1424,7,16,74,67,1,H,regular
2009,1403,1369,13,9,76,77,0,A,regular
2008,1408,1248,7,16,74,61,1,H,tourney
2020,1416,1230,11,15,79,83,0,A,tourney
2007,1391,1379,16,16,59,61,0,A,regular
2010,1148,1107,13,4,47,71,0,N,regular
2008,1223,1105,11,14,71,81,0,A,regular
2016,1344,1193,14,1,68,72,0,H,regular
2009,1081,1061,4,9,57,69,0,A,tourney
2018,1276,1219,13,14,82,86,0,A,regular
2024,1254,1207,16,10,45,40,1,A,regular
2022,1471,1242,16,4,53,68,0,H,regular
2024,1024,1221,5,2,43,66,0,H,regular
2003,1046,1430,7,8,81,85,0,H,regular
2013,1015,1132,11,13,66,53,1,H,regular
2008,1262,1197,2,15,82,59,1,H,regular
2024,1264,1353,11,12,70,68,1,N,regular
2019,1284,1137,5,8,76,85,0,H,regular
2010,1116,1314,14,12,73,81,0,N,regular
2015,1148,1461,10,13,82,74,1,A,regular
2016,1200,1180,7,7,73,63,1,H,regular
2014,1023,1116,1,5,95,80,1,H,regular
2013,1360,1091,12,5,71,67,1,A,tourney
2004,1025,1006,9,12,67,65,1,A,regular
2013,1319,1136,11,13,52,57,0,A,regular
2011,1217,1407,1,4,85,86,0,A,regular
2021,1478,1122,7,16,58,47,1,A,regular
2022,1332,1457,13,1,78,96,0,H,regular
2020,1228,1456,15,7,65,86,0,A,regular
2003,1335,1327,6,8,67,83,0,N,regular
2022,1057,1469,5,1,65,72,0,H,regular
2012,1087,1195,12,12,65,67,0,A,regular
2012,1239,1458,4,15,92,87,1,H,regular
2024,1411,1260,15,4,52,79,0,A,regular
2022,1392,1039,11,12,86,80,1,A,regular
2004,1181,1398,15,16,72,58,1,H,regular
2011,1136,1455,4,11,57,50,1,N,regular
2020,1461,1424,2,8,89,80,1,H,regular
2015,1271,1200,14,16,60,54,1,A,regular
2008,1057,1050,5,7,77,78,0,H,regular
2015,1108,1280,6,11,48,40,1,A,regular
2022,1400,1415,5,13,75,53,1,A,regular
2008,1430,1402,7,10,70,75,0,H,regular
2020,1435,1296,15,6,72,82,0,N,regular
2019,1004,1376,11,12,69,72,0,A,regular
2023,1394,1016,2,5,68,60,1,H,regular
2009,1054,1299,15,8,77,79,0,A,regular
2007,1387,1052,8,9,64,59,1,A,regular
2015,1422,1359,12,5,57,77,0,H,regular
2015,1173,1022,6,13,80,83,0,H,regular
2012,1093,1285,2,5,57,59,0,A,regular
2020,1341,1454,7,3,66,70,0,N,tourney
2021,1033,1054,6,12,68,58,1,A,regular
2008,1277,1204,1,15,89,66,1,A,regular
2021,1159,1020,13,4,62,69,0,H,regular
2008,1203,1343,14,9,60,53,1,A,regular
2012,1395,1443,15,15,73,65,1,A,tourney
2003,1475,1001,4,6,75,65,1,H,tourney
2010,1193,1261,11,7,52,74,0,H,regular
2025,1139,1380,9,12,71,63,1,A,regular
2013,1399,1013,10,11,59,58,1,H,regular
2019,1198,1231,13,3,45,52,0,H,regular
2005,1096,1062,7,1,69,84,0,N,regular
2017,1432,1442,5,6,83,79,1,H,regular
2011,1475,1244,8,8,51,49,1,A,regular
2020,1139,1249,11,10,94,80,1,A,regular
2024,1076,1477,7,7,69,75,0,A,regular
2015,1073,1378,5,3,52,59,0,H,regular
2005,1287,1151,1,13,84,58,1,H,regular
2013,1149,1301,10,7,66,60,1,H,regular
2005,1298,1142,1,1,81,81,1,H,regular
2013,1363,1249,8,10,59,57,1,H,tourney
2004,1003,1389,10,7,82,96,0,H,regular
2017,1412,1454,8,9,79,90,0,H,regular
2010,1014,1455,9,14,57,48,1,A,regular
2007,1055,1237,5,4,81,85,0,A,tourney
2003,1347,1428,4,11,78,63,1,H,regular
2023,1298,1427,14,2,58,74,0,H,regular
2022,1468,1262,15,13,81,89,0,N,regular
2021,1272,1018,3,6,72,81,0,A,regular
2004,1200,1057,4,13,70,53,1,H,regular
2011,1320,1315,6,1,77,84,0,H,regular
2025,1365,1397,12,11,64,59,1,A,tourney
2016,1321,1436,1,5,84,69,1,A,regular
2005,1178,1117,13,7,67,76,0,N,regular
2006,1459,1430,1,4,62,56,1,A,regular
2009,1145,1396,14,7,78,79,0,H,regular
2025,1166,1232,1,13,58,59,0,H,tourney
2006,1133,1179,14,1,77,78,0,H,regular
2023,1144,1226,16,10,77,86,0,H,regular
2018,1102,1323,13,4,89,81,1,A,tourney
2024,1278,1388,16,7,55,66,0,A,tourney
2021,1349,1083,8,9,62,62,0,H,regular
2010,1206,1161,11,2,83,85,0,H,regular
2022,1442,1058,10,15,71,62,1,A,regular
2006,1227,1448,1,11,71,64,1,H,regular
2009,1224,1195,14,10,73,71,1,N,regular
2007,1034,1120,12,15,61,70,0,H,regular
2006,1432,1098,7,7,72,59,1,A,tourney
2005,1071,1036,4,3,99,109,0,H,regular
2007,1079,1226,11,14,58,62,0,H,regular
2005,1448,1369,16,11,45,63,0,A,tourney
2011,1249,1155,3,8,86,77,1,A,regular
2004,1033,1194,15,2,53,74,0,H,regular
2004,1212,1305,10,5,72,92,0,H,regular
2025,1283,1171,13,10,70,72,0,A,regular
2005,1005,1354,3,2,61,50,1,H,regular
2004,1361,1154,2,9,81,75,1,H,regular
2003,1320,1214,11,14,61,64,0,H,regular
2006,1006,1469,5,8,91,91,0,A,regular
2015,1296,1400,7,10,54,63,0,A,tourney
2022,1107,1274,10,4,77,83,0,H,tourney
2019,1352,1188,4,10,81,88,0,H,regular
2016,1181,1475,6,3,65,71,0,A,regular
2004,1097,1222,6,12,77,65,1,A,regular
2020,1243,1165,6,9,66,61,1,H,tourney
2003,1212,1285,12,10,92,88,1,A,regular
2017,1164,1198,3,6,68,68,0,N,regular
2012,1420,1426,15,6,67,80,0,H,regular
2023,1311,1102,12,11,73,69,1,H,regular
2010,1233,1024,1,10,84,64,1,A,regular
2017,1109,1206,10,12,79,74,1,H,regular
2013,1272,1454,3,3,71,70,1,H,regular
2015,1013,1030,3,4,88,91,0,A,tourney
2024,1423,1387,12,5,66,71,0,H,regular
2019,1001,1344,4,7,78,77,1,H,regular
2012,1335,1267,10,9,68,69,0,H,regular
2013,1166,1217,5,9,77,69,1,N,regular
2019,1344,1077,6,2,77,87,0,A,regular
2010,1173,1357,11,1,68,86,0,A,regular
2006,1013,1084,11,14,87,72,1,A,regular
2013,1454,1209,1,10,72,57,1,A,regular
2004,1367,1267,14,1,51,89,0,H,regular
2006,1022,1248,10,14,68,48,1,N,regular
2012,1016,1202,5,6,82,72,1,H,regular
2021,1254,1214,2,11,75,48,1,H,regular
2020,1458,1313,8,8,70,67,1,A,regular
2008,1277,1252,12,4,86,97,0,A,regular
2012,1006,1349,1,11,95,74,1,A,regular
2006,1335,1371,5,6,59,47,1,A,regular
2020,1205,1086,16,3,79,90,0,H,regular
2008,1306,1385,2,4,88,86,1,A,regular
2021,1168,1428,13,14,80,70,1,A,tourney
2022,1004,1401,4,9,74,79,0,A,regular
2018,1009,1407,9,7,64,72,0,A,regular
2010,1303,1102,13,13,58,72,0,A,regular
2024,1304,1312,16,5,64,75,0,H,regular
2018,1155,1219,10,3,67,87,0,N,regular
2017,1040,1471,4,2,66,70,0,H,tourney
2022,1370,1398,2,2,68,59,1,H,regular
2023,1073,1078,12,15,73,53,1,A,regular
2004,1091,1451,10,15,78,59,1,H,regular
2023,1217,1334,13,7,62,64,0,H,regular
2020,1343,1260,16,8,65,89,0,H,regular
2007,1476,1214,14,7,72,81,0,A,regular
2010,1299,1236,9,9,72,98,0,A,regular
2020,1460,1369,11,3,88,103,0,N,regular
2007,1312,1366,11,11,75,68,1,A,regular
2013,1406,1264,4,9,96,81,1,H,regular
2018,1085,1475,5,15,84,65,1,A,regular
2017,1027,1112,2,6,59,73,0,H,regular
2023,1320,1204,6,13,75,68,1,H,regular
2005,1467,1287,3,3,70,64,1,H,regular
2009,1353,1079,15,2,47,87,0,H,regular
2025,1165,1239,14,13,64,56,1,H,regular
2016,1234,1399,12,15,67,54,1,H,regular
2008,1054,1323,7,15,82,79,1,H,regular
2009,1163,1340,1,1,76,84,0,N,regular
2010,1327,1078,9,6,87,95,0,A,regular
2015,1080,1070,1,8,73,51,1,H,regular
2009,1231,1212,1,5,64,73,0,A,regular
2017,1139,1155,3,5,55,51,1,A,regular
2013,1235,1005,8,6,73,86,0,H,regular
2017,1366,1265,12,1,63,70,0,H,regular
2006,1423,1361,7,15,82,69,1,H,regular
2017,1196,1350,13,5,62,77,0,A,regular
2024,1396,1050,9,10,50,61,0,A,regular
2006,1336,1374,15,13,70,79,0,A,regular
2010,1441,1183,7,3,69,91,0,N,regular
2018,1354,1075,5,4,84,67,1,A,regular
2017,1264,1226,2,11,70,74,0,H,tourney
2018,1323,1104,4,16,81,52,1,A,regular
2015,1152,1322,1,7,86,91,0,H,regular
2018,1322,1356,3,15,76,60,1,A,regular
2017,1339,1347,16,1,59,81,0,A,regular
2004,1292,1056,9,12,67,59,1,A,regular
2020,1050,1167,10,16,44,40,1,N,regular
2013,1248,1239,7,12,88,75,1,A,regular
2004,1340,1471,11,2,72,80,0,H,regular
2012,1095,1261,9,1,53,69,0,A,regular
2013,1377,1313,15,7,88,104,0,H,regular
2004,1403,1163,13,9,62,80,0,H,regular
2025,1258,1142,9,11,66,69,0,H,regular
2008,1461,1381,13,15,81,89,0,A,tourney
2010,1411,1399,10,10,72,77,0,A,regular
2013,1223,1027,16,5,66,74,0,N,regular
2022,1423,1258,9,1,62,61,1,H,regular
2020,1447,1372,14,15,82,88,0,H,regular
2020,1052,1076,3,10,71,75,0,A,regular
2008,1478,1309,3,11,70,60,1,A,regular
2022,1003,1227,5,12,53,43,1,A,regular
2022,1233,1243,14,13,76,71,1,H,regular
2013,1449,1284,15,14,84,89,0,A,regular
2015,1347,1417,7,14,72,67,1,H,tourney
2003,1128,1042,8,3,67,68,0,A,regular
2020,1308,1097,8,5,86,80,1,N,regular
2025,1103,1165,4,1,62,63,0,A,tourney
2013,1114,1383,9,2,58,69,0,A,regular
2015,1436,1284,14,16,59,63,0,A,regular
2014,1023,1090,13,7,89,92,0,A,tourney
2004,1460,1012,2,11,82,64,1,A,regular
2017,1217,1474,6,10,72,72,1,H,tourney
2019,1031,1066,11,8,82,71,1,H,regular
2024,1377,1016,10,3,67,76,0,H,regular
2024,1024,1195,12,12,63,77,0,A,regular
2014,1156,1265,12,13,87,84,1,H,regular
2025,1116,1124,5,3,90,87,1,H,regular
2015,1375,1081,8,6,51,46,1,N,regular
2017,1190,1042,3,16,88,70,1,A,regular
2016,1313,1196,12,14,64,70,0,A,regular
2025,1035,1455,8,11,76,78,0,A,tourney
2019,1333,1071,6,16,77,69,1,H,regular
2005,1340,1274,13,15,66,63,1,H,regular
2004,1137,1093,16,10,75,72,1,H,regular
2012,1422,1323,15,9,71,79,0,A,regular
2014,1225,1030,3,11,65,63,1,A,regular
2018,1319,1098,14,13,60,61,0,A,regular
2014,1087,1004,10,16,62,52,1,N,regular
2014,1446,1310,2,6,72,74,0,H,regular
2024,1118,1344,7,5,68,57,1,H,regular
2010,1300,1082,4,3,76,81,0,A,regular
2014,1043,1217,5,1,64,68,0,H,regular
2015,1022,1141,10,6,79,72,1,H,regular
2013,1061,1022,7,4,57,74,0,A,regular
2025,1451,1018,12,15,70,61,1,H,regular
2025,1101,1449,13,8,55,55,1,H,tourney
2014,1421,1310,1,12,89,78,1,H,regular
2013,1278,1319,14,4,64,76,0,A,regular
2016,1043,1142,3,8,60,45,1,N,tourney
2007,1211,1127,1,13,63,40,1,A,tourney
2012,1230,1380,2,4,78,77,1,A,regular
2007,1128,1210,1,7,67,63,1,H,regular
2006,1289,1049,6,10,68,66,1,A,regular
2005,1412,1234,14,4,59,67,0,A,regular
2016,1423,1250,11,10,78,71,1,H,regular
2003,1252,1273,8,10,86,87,0,A,tourney
2017,1428,1257,16,9,73,78,0,A,regular
2012,1442,1410,8,3,62,75,0,N,regular
2011,1043,1117,2,12,68,53,1,H,regular
2020,1304,1282,1,14,65,41,1,H,regular
2015,1370,1425,9,4,78,76,1,A,regular
2019,1008,1468,4,2,65,77,0,A,regular
2019,1289,1462,6,9,92,74,1,H,regular
2003,1437,1348,5,3,95,89,1,A,regular
2007,1129,1051,7,5,63,61,1,N,regular
2016,1410,1473,16,11,68,61,1,H,regular
2025,1447,1016,2,4,76,83,0,A,tourney
2006,1304,1264,2,6,68,63,1,H,regular
2005,1301,1214,5,6,86,78,1,A,regular
2024,1256,1325,12,12,70,64,1,A,regular
2025,1196,1375,5,13,91,77,1,H,regular
2006,1217,1353,4,14,80,54,1,H,regular
2012,1250,1109,12,2,89,99,0,A,regular
2017,1231,1361,10,13,53,50,1,H,regular
2007,1395,1363,11,5,72,73,0,N,regular
2010,1368,1012,11,15,58,72,0,A,regular
2012,1167,1305,11,9,40,46,0,A,regular
2017,1246,1061,9,15,73,60,1,H,regular
2010,1103,1269,9,7,60,57,1,A,regular
2012,1085,1109,13,6,52,67,0,A,regular
2009,1177,1172,6,14,78,74,1,H,regular
2020,1028,1130,6,6,73,55,1,H,regular
2006,1409,1413,4,13,79,66,1,A,regular
2008,1061,1433,14,1,60,93,0,A,tourney
2008,1157,1382,1,11,91,74,1,A,regular
2023,1121,1346,4,15,84,63,1,H,tourney
2024,1099,1174,3,5,68,68,1,A,regular
2014,1176,1069,6,16,90,69,1,N,regular
2006,1344,1272,4,1,69,76,0,A,regular
2020,1427,1204,9,3,53,59,0,A,regular
2014,1091,1135,16,6,76,92,0,A,regular
2022,1115,1117,7,6,80,81,0,A,regular
2011,1225,1077,16,10,85,95,0,H,regular
2025,1153,1397,5,14,78,71,1,A,regular
2021,1383,1154,13,2,56,79,0,A,tourney
2008,1107,1439,3,12,73,63,1,A,regular
2019,1193,1321,10,14,87,80,1,A,regular
2009,1261,1079,13,10,78,62,1,A,regular
2011,1183,1030,11,16,56,54,1,A,regular
2008,1295,1200,16,2,87,96,0,H,regular
2018,1383,1039,10,12,60,61,0,A,regular
2009,1255,1456,10,7,46,60,0,A,regular
2017,1219,1434,11,7,76,82,0,H,regular
2016,1455,1315,6,10,73,77,0,A,regular
2020,1470,1141,4,13,77,76,1,N,regular
2025,1476,1415,15,8,81,87,0,H,tourney
2003,1008,1310,16,5,60,68,0,A,regular
2025,1401,1171,15,5,64,76,0,N,regular
2005,1430,1421,13,16,66,58,1,H,regular
2015,1385,1101,4,7,73,69,1,A,regular
2010,1359,1272,4,6,69,74,0,N,regular
2017,1175,1331,5,10,87,61,1,A,regular
2019,1348,1434,9,12,64,53,1,H,regular
2022,1278,1066,4,1,61,56,1,H,regular
2012,1398,1138,13,1,72,69,1,A,regular
2024,1169,1402,2,10,76,68,1,H,regular
2010,1355,1239,15,11,59,63,0,H,regular
2007,1375,1361,8,8,60,52,1,A,regular
2011,1399,1370,7,5,77,91,0,H,tourney
2015,1083,1146,8,13,71,74,0,H,regular
2018,1413,1159,8,2,83,83,0,A,regular
2022,1104,1239,9,11,81,79,1,H,regular
2008,1448,1014,5,7,85,73,1,A,regular
2009,1019,1383,5,6,74,71,1,H,regular
2024,1107,1056,7,2,65,75,0,A,regular
2013,1292,1447,3,11,76,48,1,H,regular
2008,1260,1373,4,3,41,40,1,A,regular
2025,1330,1169,7,9,98,79,1,H,regular
2013,1193,1035,1,15,64,66,0,A,regular
2025,1002,1378,7,12,78,59,1,H,regular
2024,1296,1215,7,2,53,63,0,H,regular
2023,1245,1093,1,16,88,72,1,H,regular
2016,1244,1206,8,10,67,79,0,A,regular
2021,1181,1432,11,14,67,64,1,H,tourney
2025,1426,1330,13,1,59,75,0,H,regular
2009,1379,1329,7,15,86,71,1,N,regular
2003,1087,1246,9,12,64,78,0,A,regular
2010,1019,1074,2,15,79,64,1,H,regular
2017,1087,1454,6,16,94,94,1,H,regular
2015,1024,1354,11,14,77,64,1,H,tourney
2004,1340,1247,8,7,73,67,1,A,regular
2015,1297,1347,16,14,67,67,1,N,regular
2007,1222,1174,13,16,67,56,1,H,regular
2014,1283,1355,15,15,42,44,0,H,regular
2016,1387,1463,8,11,91,82,1,N,tourney
2017,1398,1165,2,16,57,51,1,N,tourney
2012,1208,1005,9,10,63,65,0,A,regular
2012,1284,1354,16,8,62,80,0,A,regular
2018,1276,1408,3,3,84,96,0,A,regular
2020,1454,1396,16,8,46,62,0,H,regular
2021,1364,1467,1,16,82,61,1,H,regular
2010,1151,1166,10,2,76,82,0,H,tourney
2012,1424,1439,15,14,69,66,1,H,regular
2010,1191,1100,4,11,66,64,1,A,regular
2015,1363,1281,5,3,56,51,1,H,regular
2005,1468,1425,13,4,58,69,0,H,regular
2012,1387,1438,6,1,79,93,0,H,regular
2007,1052,1297,11,12,89,91,0,A,regular
2015,1099,1262,2,6,65,53,1,H,regular
2022,1381,1221,11,3,59,65,0,H,regular
2025,1059,1415,9,3,54,61,0,A,regular
2013,1006,1421,9,9,56,51,1,A,regular
2004,1124,1115,12,6,70,73,0,H,regular
2008,1233,1066,8,15,69,55,1,A,tourney
2005,1062,1390,11,16,72,60,1,A,regular
2020,1074,1388,7,4,62,67,0,H,regular
2025,1162,1048,14,14,73,77,0,A,regular
2015,1287,1235,9,1,54,62,0,H,regular
2007,1261,1243,5,8,78,85,0,H,regular
2003,1382,1021,15,10,84,84,1,A,regular
2025,1469,1318,6,5,98,87,1,A,regular
2010,1016,1465,16,11,74,67,1,H,regular
2005,1330,1102,16,10,66,83,0,H,tourney
2007,1079,1372,9,15,81,75,1,H,tourney
2008,1173,1039,8,15,81,71,1,A,regular
2018,1164,1103,5,14,62,57,1,A,regular
2023,1335,1271,14,13,77,85,0,A,regular
2009,1123,1442,5,6,79,75,1,H,tourney
2018,1428,1424,10,14,96,91,1,H,regular
2004,1184,1448,13,6,77,79,0,H,regular
2003,1390,1473,3,13,78,73,1,A,regular
2004,1455,1383,3,8,61,58,1,H,regular
2024,1245,1174,16,9,71,72,0,A,regular
2016,1049,1061,16,13,40,61,0,A,regular
2021,1336,1394,6,3,84,76,1,A,regular
2003,1203,1090,4,14,89,69,1,H,regular
2003,1162,1249,11,14,81,77,1,A,regular
2022,1219,1361,10,8,62,80,0,N,regular
2005,1144,1017,5,11,63,50,1,A,tourney
2006,1135,1437,4,5,58,67,0,A,regular
2014,1474,1146,10,13,59,64,0,H,regular
2016,1134,1103,5,2,66,62,1,H,tourney
2008,1220,1178,9,12,53,40,1,H,regular
2013,1342,1221,11,11,79,65,1,A,regular
2018,1106,1218,5,4,66,56,1,H,regular
2013,1296,1074,10,14,84,82,1,H,regular
2011,1429,1091,16,5,42,58,0,H,tourney
2004,1389,1229,9,9,82,80,1,A,regular
2013,1014,1109,3,14,76,64,1,A,regular
2021,1194,1308,12,1,40,62,0,H,regular
2017,1001,1430,8,7,84,96,0,H,tourney
2023,1291,1009,12,11,88,78,1,A,regular
2005,1156,1018,1,3,95,84,1,A,regular
2003,1428,1308,12,9,72,75,0,A,regular
2015,1084,1014,11,11,70,65,1,A,regular
2007,1407,1306,1,14,84,60,1,A,regular
2016,1164,1235,8,5,71,71,1,H,tourney
2023,1440,1218,8,14,60,60,1,N,regular
2010,1096,1290,9,11,69,62,1,A,regular
2015,1129,1429,10,9,85,82,1,A,tourney
2018,1168,1061,12,10,68,72,0,A,tourney
2006,1472,1065,15,16,87,71,1,H,regular
2023,1351,1333,13,11,85,80,1,N,regular
2007,1391,1025,5,7,71,70,1,H,regular
2021,1265,1206,16,16,59,58,1,H,regular
2018,1380,1238,8,12,69,59,1,A,regular
2006,1300,1188,14,5,71,74,0,H,regular
2019,1320,1255,8,10,82,86,0,H,regular
2007,1401,1055,6,16,81,71,1,H,regular
2016,1471,1128,12,12,62,70,0,A,regular
2025,1276,1003,12,13,63,56,1,A,regular
2024,1212,1460,2,11,95,74,1,N,regular
2023,1313,1398,2,14,74,56,1,H,regular
2014,1355,1122,13,2,71,80,0,A,regular
2015,1472,1018,3,13,73,49,1,H,regular
2009,1335,1130,8,15,92,95,0,H,regular
2024,1457,1081,8,1,63,88,0,A,tourney
2013,1350,1388,8,13,76,62,1,H,regular
2020,1455,1316,8,9,73,62,1,N,tourney
2011,1360,1442,16,7,60,71,0,A,regular
2020,1424,1085,9,2,56,51,1,A,tourney
2008,1092,1257,14,6,78,75,1,N,regular
2019,1475,1380,8,11,65,48,1,A,regular
2004,1167,1010,8,9,72,77,0,H,regular
2005,1382,1208,11,1,40,47,0,A,regular
2011,1188,1170,4,5,48,40,1,H,tourney
2014,1219,1085,16,1,61,90,0,N,regular
2019,1358,1108,15,6,52,61,0,A,regular
2011,1259,1463,3,15,79,76,1,A,tourney
2003,1343,1245,3,13,76,66,1,A,regular
2010,1038,1040,6,15,83,67,1,A,regular
2013,1399,1327,4,3,62,66,0,A,tourney
2015,1196,1283,2,10,72,66,1,A,regular
2017,1377,1188,13,5,61,67,0,A,regular
2008,1137,1190,4,8,76,76,1,H,regular
2017,1285,1257,6,16,69,66,1,A,regular
2017,1282,1444,16,14,58,64,0,N,regular
2020,1067,1364,7,12,84,75,1,A,regular
2015,1227,1192,1,16,74,52,1,N,regular
2021,1304,1118,4,8,67,53,1,N,regular
2008,1400,1052,4,1,48,69,0,A,tourney
2019,1425,1094,9,15,90,74,1,A,regular
2004,1184,1066,7,2,57,68,0,A,regular
2005,1308,1386,2,5,69,67,1,H,regular
2022,1084,1276,5,15,66,72,0,A,regular
2013,1429,1018,8,15,92,85,1,A,regular
2017,1415,1443,9,2,47,53,0,A,regular
2016,1478,1072,7,14,71,63,1,A,regular
2018,1233,1309,16,12,55,68,0,A,regular
2008,1172,1006,8,2,63,79,0,N,regular
2007,1363,1282,12,9,77,81,0,H,regular
2003,1346,1266,10,5,70,92,0,A,regular
2022,1102,1435,7,9,69,66,1,A,regular
2008,1259,1287,1,3,61,53,1,A,regular
2016,1308,1234,11,2,86,98,0,A,regular
2013,1218,1254,14,11,62,68,0,H,regular
2006,1178,1303,14,12,69,72,0,H,regular
2012,1115,1199,13,4,88,95,0,H,regular
2004,1197,1342,4,10,73,60,1,N,regular
2007,1118,1253,8,8,74,80,0,A,regular
2006,1144,1464,12,15,77,57,1,A,regular
2021,1089,1093,12,10,85,104,0,H,tourney
2016,1180,1349,10,8,72,72,0,A,regular
2024,1302,1395,1,1,56,55,1,N,regular
2013,1181,1344,12,15,94,91,1,A,regular
2007,1068,1469,10,11,65,77,0,N,regular
2016,1383,1208,2,3,58,68,0,A,tourney
2024,1207,1259,9,1,55,62,0,H,regular
2015,1280,1074,12,4,73,71,1,H,regular
2003,1251,1179,15,9,76,83,0,A,regular
2009,1243,1077,13,16,75,78,0,H,regular
2024,1210,1379,5,10,80,76,1,H,regular
2014,1362,1374,11,2,82,94,0,H,regular
2024,1409,1093,11,4,76,89,0,A,tourney
2014,1433,1384,4,4,56,62,0,H,regular
2003,1212,1154,14,2,52,78,0,A,regular
2023,1163,1349,3,3,87,73,1,H,regular
2020,1040,1450,13,2,66,92,0,N,regular
2019,1212,1397,12,12,78,78,0,H,regular
2025,1475,1090,16,11,71,70,1,H,regular
2007,1125,1087,11,13,79,68,1,H,tourney
2023,1404,1054,2,3,68,81,0,A,tourney
2008,1362,1403,16,15,64,89,0,H,regular
2025,1316,1262,7,6,75,72,1,H,regular
2007,1271,1075,8,3,64,66,0,A,regular
2015,1362,1281,14,3,51,60,0,H,regular
2021,1048,1254,4,6,76,65,1,A,regular
2004,1062,1286,11,2,68,75,0,H,regular
2004,1094,1304,13,6,85,86,0,A,regular
2022,1367,1079,9,11,67,58,1,A,regular
2004,1207,1186,12,16,60,45,1,A,regular
2017,1100,1345,12,1,55,76,0,H,regular
2024,1022,1435,9,10,77,74,1,H,regular
2017,1234,1116,2,4,84,77,1,H,regular
2014,1191,1273,12,6,65,67,0,H,regular
2012,1086,1454,13,11,76,78,0,A,regular
2017,1012,1288,5,5,60,62,0,H,regular
2016,1361,1109,14,8,76,75,1,A,regular
2014,1373,1280,4,6,68,64,1,H,regular
2006,1118,1009,3,6,70,55,1,H,regular
2018,1236,1234,3,12,84,56,1,H,regular
2020,1122,1272,9,5,82,87,0,A,regular
2019,1196,1028,5,9,61,68,0,H,regular
2004,1053,1097,12,13,71,67,1,H,regular
2019,1453,1473,11,10,68,75,0,N,tourney
2019,1345,1301,7,13,65,67,0,H,regular
2007,1431,1220,5,8,69,71,0,H,tourney
2022,1142,1110,15,8,71,76,0,A,regular
2015,1418,1060,15,1,46,58,0,H,regular
2013,1248,1205,6,12,77,62,1,H,regular
2019,1095,1261,4,11,54,47,1,A,regular
2014,1159,1086,13,9,70,71,0,H,regular
2015,1388,1383,11,12,87,81,1,H,regular
2010,1371,1205,8,11,76,77,0,H,regular
2024,1345,1027,9,3,55,62,0,H,regular
2025,1109,1066,12,4,73,76,0,N,regular
2005,1310,1412,4,11,80,56,1,H,regular
2019,1450,1162,16,2,64,65,0,A,regular
2003,1024,1179,9,15,96,90,1,A,regular
2011,1154,1096,3,6,53,57,0,H,regular
2025,1039,1387,16,10,77,77,0,A,regular
2007,1050,1391,16,9,79,93,0,H,regular
2011,1477,1116,16,11,68,79,0,H,regular
2008,1115,1349,12,6,54,66,0,A,regular
2019,1086,1217,5,12,72,67,1,H,regular
2013,1036,1080,9,3,58,56,1,N,regular
2016,1469,1381,9,6,65,67,0,H,regular
2024,1225,1040,9,1,70,69,1,H,tourney
2014,1379,1418,3,3,74,75,0,H,regular
2019,1120,1013,5,1,84,83,1,H,regular
2005,1307,1155,8,8,70,70,0,H,tourney
2007,1424,1109,9,2,49,70,0,H,regular
2024,1321,1113,6,4,80,82,0,A,tourney
2022,1248,1230,12,8,61,62,0,H,tourney
2018,1101,1360,15,11,80,79,1,H,regular
2011,1112,1192,8,1,73,81,0,H,regular
2007,1286,1247,11,12,68,75,0,A,regular
2022,1216,1465,4,9,86,79,1,H,regular
2021,1023,1238,3,1,65,74,0,A,regular
2008,1094,1379,2,2,74,77,0,H,regular
2016,1207,1184,16,16,56,41,1,H,regular
2017,1086,1038,5,8,58,44,1,A,tourney
2013,1265,1123,12,15,97,96,1,A,regular
2024,1144,1076,10,9,76,82,0,A,regular
2005,1140,1434,3,3,73,83,0,A,regular
2008,1052,1013,3,12,96,86,1,H,regular
2005,1241,1394,13,8,68,77,0,H,regular
2018,1091,1067,13,7,61,78,0,N,regular
2017,1302,1072,9,4,65,53,1,H,regular
2025,1449,1254,6,8,66,76,0,A,regular
2015,1437,1039,7,16,67,59,1,A,regular
2006,1319,1037,13,4,63,70,0,A,regular
2013,1386,1371,4,10,87,68,1,H,regular
